-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 04/14/2014 through 04/14/2024 
Location: Latitude  21.1571   Longitude 79.0825 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 282.6 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M             MERRA-2 Temperature at 2 Meters (C) 
T2M_MAX         MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN         MERRA-2 Temperature at 2 Meters Minimum (C) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
PS              MERRA-2 Surface Pressure (kPa) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
-END HEADER-
YEAR,MO,DY,T2M,T2M_MAX,T2M_MIN,RH2M,PRECTOTCORR,PS,WS10M
2015,4,22,34.11,42.45,27.4,30.38,0.01,97.37,4.7
2015,4,23,33.35,40.07,27.27,28.56,0.01,97.45,3.92
2015,4,24,33.07,41.62,26.14,20.56,0.15,97.45,3.93
2015,4,25,33.23,42.34,24.43,30.69,0.02,97.36,3.62
2015,4,26,32.93,41.09,25.67,35.0,0.68,97.52,4.62
2015,4,27,34.12,43.05,25.37,35.81,0.43,97.51,3.98
2015,4,28,35.15,44.75,26.15,25.38,0.27,97.33,3.7
2015,4,29,35.32,44.4,26.7,20.12,0.0,97.22,4.21
2015,4,30,35.26,43.74,26.61,22.0,0.0,97.37,1.72
2015,5,1,34.96,44.12,25.65,19.56,0.0,97.35,2.53
2015,5,2,35.74,43.55,26.7,20.62,0.04,97.32,1.1
2015,5,3,35.37,43.06,27.95,24.62,0.07,97.39,3.28
2015,5,4,34.73,41.76,28.48,35.25,4.43,97.53,4.09
2015,5,5,34.64,41.95,27.88,34.94,0.0,97.49,3.95
2015,5,6,35.03,42.88,27.63,26.62,0.0,97.33,3.7
2015,5,7,35.72,44.32,27.36,22.5,0.0,97.37,3.8
2015,5,8,36.06,44.79,26.97,17.94,0.0,97.25,2.02
2015,5,9,35.72,42.98,29.2,20.38,0.0,97.16,2.27
2015,5,10,34.28,40.41,28.73,27.38,0.0,97.31,2.48
2015,5,11,35.11,42.11,28.45,31.0,0.19,97.45,3.11
2015,5,12,35.48,41.9,29.17,34.19,0.06,97.45,4.77
2015,5,13,36.22,41.89,30.49,28.56,0.08,97.38,3.57
2015,5,14,35.29,40.4,29.66,32.31,0.35,97.54,1.33
2015,5,15,32.41,36.15,27.57,47.38,20.82,97.62,1.55
2015,5,16,31.28,38.22,25.31,58.06,6.26,97.39,2.34
2015,5,17,32.51,40.05,24.98,51.19,0.0,97.1,3.38
2015,5,18,33.83,42.11,26.1,46.88,0.0,97.01,2.91
2015,5,19,35.97,45.32,26.71,37.44,0.0,96.94,3.45
2015,5,20,36.57,45.94,28.12,30.19,0.0,97.01,5.02
2015,5,21,36.9,46.38,27.74,25.38,0.0,97.03,4.68
2015,5,22,37.92,46.23,29.29,22.62,0.0,96.96,5.35
2015,5,23,37.9,45.55,30.83,18.62,0.0,96.93,7.26
2015,5,24,37.31,45.31,29.79,24.31,0.0,97.04,6.24
2015,5,25,37.9,45.61,30.14,25.94,0.34,97.02,6.8
2015,5,26,37.88,45.31,30.83,25.0,0.0,97.08,5.59
2015,5,27,38.83,46.59,31.4,23.06,0.29,97.01,5.88
2015,5,28,38.83,46.46,31.16,19.81,0.0,96.92,4.51
2015,5,29,39.6,46.89,32.38,21.44,0.05,96.94,5.16
2015,5,30,40.0,47.49,33.06,20.0,0.0,96.97,3.58
2015,5,31,39.27,46.33,32.33,21.69,0.01,96.92,2.47
2015,6,1,36.05,41.65,31.04,37.31,0.44,97.03,5.02
2015,6,2,35.98,42.08,30.05,34.81,1.76,97.14,2.45
2015,6,3,36.56,42.79,29.62,31.25,0.03,97.14,2.28
2015,6,4,37.2,42.17,32.14,31.38,0.01,97.16,2.61
2015,6,5,36.26,41.6,32.03,34.56,0.67,97.24,2.09
2015,6,6,36.64,44.05,30.43,34.62,3.45,97.06,2.91
2015,6,7,34.51,41.08,28.48,45.19,3.14,97.07,3.2
2015,6,8,35.64,41.66,29.3,39.0,0.0,97.09,4.88
2015,6,9,36.42,42.16,30.36,34.88,0.0,97.08,5.6
2015,6,10,37.23,43.11,31.12,32.94,0.03,97.01,4.48
2015,6,11,35.87,40.63,31.94,39.62,2.2,97.06,3.02
2015,6,12,31.02,33.31,28.1,63.75,8.02,97.19,1.47
2015,6,13,29.33,32.83,26.46,70.06,40.31,97.1,1.0
2015,6,14,27.91,31.4,25.33,79.5,39.48,97.01,3.84
2015,6,15,28.44,32.71,24.77,75.81,6.47,96.99,3.69
2015,6,16,28.57,31.96,24.91,78.38,39.42,96.96,3.27
2015,6,17,28.8,33.09,25.57,79.38,14.53,96.85,2.5
2015,6,18,28.48,31.83,25.39,82.62,45.11,96.79,3.15
2015,6,19,28.76,33.0,25.32,79.94,10.23,96.73,3.84
2015,6,20,29.01,32.6,25.65,80.0,16.12,96.61,4.01
2015,6,21,27.4,29.88,25.55,90.56,89.8,96.47,4.3
2015,6,22,26.19,27.86,24.98,93.0,97.95,96.56,6.92
2015,6,23,26.92,30.01,23.88,84.75,0.23,96.83,5.3
2015,6,24,27.3,31.04,24.42,82.31,5.11,96.92,5.66
2015,6,25,27.33,32.35,23.48,79.44,1.52,96.84,6.7
2015,6,26,27.84,33.46,23.33,76.81,0.27,96.85,5.13
2015,6,27,28.47,33.35,24.3,76.75,1.08,96.93,4.91
2015,6,28,28.89,34.08,24.75,74.5,0.43,97.21,4.39
2015,6,29,28.4,32.2,24.65,78.12,0.14,97.36,3.09
2015,6,30,28.23,31.91,24.99,78.25,4.02,97.35,2.85
2015,7,1,28.0,32.31,24.15,78.62,2.49,97.44,2.8
2015,7,2,27.68,31.66,24.15,80.06,4.34,97.45,3.54
2015,7,3,28.09,32.88,23.72,75.81,0.31,97.37,4.45
2015,7,4,28.44,33.58,24.22,73.56,0.05,97.24,6.16
2015,7,5,28.65,34.01,23.7,72.94,0.0,97.09,5.94
2015,7,6,28.59,33.9,23.94,72.69,0.06,97.01,5.71
2015,7,7,28.19,32.65,24.36,75.0,0.07,96.91,5.12
2015,7,8,27.98,31.74,24.58,77.69,2.66,96.97,4.68
2015,7,9,27.02,30.18,24.36,81.94,9.65,97.0,5.79
2015,7,10,25.88,28.0,23.58,86.88,8.86,96.74,5.76
2015,7,11,26.44,30.45,23.73,84.0,6.22,96.88,4.89
2015,7,12,28.26,32.41,24.08,76.19,0.62,97.13,3.19
2015,7,13,28.94,33.14,24.62,75.88,2.73,97.17,2.98
2015,7,14,29.2,33.7,24.98,77.31,1.09,97.02,3.27
2015,7,15,29.05,33.3,25.46,77.06,1.19,96.8,3.67
2015,7,16,28.85,32.92,25.28,75.25,0.16,96.68,3.4
2015,7,17,28.06,30.86,25.58,79.12,1.93,96.73,3.62
2015,7,18,27.78,31.99,24.9,80.94,1.41,96.84,3.39
2015,7,19,25.83,27.87,24.33,87.56,12.23,96.75,5.91
2015,7,20,26.06,28.09,24.3,89.56,2.57,96.7,5.03
2015,7,21,26.8,30.71,24.68,83.69,2.62,96.78,4.48
2015,7,22,26.62,29.92,24.07,86.44,9.37,96.86,5.23
2015,7,23,27.43,31.3,24.54,84.0,18.59,97.0,4.51
2015,7,24,25.87,27.56,24.63,90.44,33.62,97.2,3.82
2015,7,25,26.66,30.61,24.17,86.75,10.67,97.09,4.56
2015,7,26,26.21,29.77,23.67,84.38,0.51,97.16,4.11
2015,7,27,26.53,30.23,23.73,82.25,0.1,97.35,3.88
2015,7,28,26.99,31.64,22.86,78.94,0.91,97.34,4.23
2015,7,29,26.92,31.82,22.71,80.06,0.01,97.27,4.83
2015,7,30,27.24,31.59,23.32,79.75,0.0,97.26,4.76
2015,7,31,27.44,32.32,23.33,77.56,0.0,97.27,4.62
2015,8,1,27.21,31.34,23.65,79.0,0.06,97.43,3.96
2015,8,2,27.15,31.67,23.6,79.62,1.21,97.43,4.49
2015,8,3,25.84,28.76,23.9,87.06,27.09,97.22,5.2
2015,8,4,24.93,26.8,23.61,93.88,85.92,96.93,7.61
2015,8,5,24.69,27.26,22.82,87.31,15.58,96.83,8.98
2015,8,6,26.48,31.3,22.87,83.62,2.23,96.94,6.35
2015,8,7,27.1,31.14,24.05,84.81,14.42,97.04,3.85
2015,8,8,27.8,32.0,24.8,85.94,8.69,97.04,3.27
2015,8,9,28.51,32.96,24.58,79.56,0.26,96.89,2.45
2015,8,10,28.36,31.87,24.88,82.75,2.81,96.92,2.12
2015,8,11,28.48,32.28,25.05,83.0,13.38,97.1,1.84
2015,8,12,26.69,28.92,24.65,90.56,52.84,97.1,2.3
2015,8,13,25.63,26.56,24.64,94.19,56.78,96.92,4.83
2015,8,14,25.93,28.52,24.1,90.62,52.16,97.01,4.88
2015,8,15,25.69,27.84,24.41,89.88,0.62,97.2,5.28
2015,8,16,27.02,30.92,23.74,87.25,2.54,97.34,4.68
2015,8,17,26.37,29.76,23.97,87.25,2.3,97.4,3.18
2015,8,18,26.76,30.97,23.02,86.0,0.61,97.52,3.57
2015,8,19,26.77,30.53,23.99,87.62,36.77,97.6,2.9
2015,8,20,26.59,30.18,23.75,86.81,9.84,97.58,2.98
2015,8,21,26.15,30.24,22.96,83.31,0.4,97.48,3.25
2015,8,22,26.26,30.54,22.8,84.12,0.41,97.33,3.71
2015,8,23,26.26,30.62,22.32,83.75,0.03,97.32,3.61
2015,8,24,26.71,31.18,22.65,82.75,0.0,97.41,3.67
2015,8,25,26.65,30.98,22.92,83.69,2.14,97.35,3.75
2015,8,26,27.28,31.92,23.3,82.12,1.31,97.24,3.09
2015,8,27,26.73,30.27,24.06,87.75,7.61,97.18,2.98
2015,8,28,26.38,29.15,24.08,89.75,20.5,97.2,3.09
2015,8,29,27.21,31.18,23.94,87.81,17.3,97.13,3.83
2015,8,30,26.6,29.3,24.47,88.19,8.99,97.28,3.09
2015,8,31,26.34,29.93,23.83,88.25,6.51,97.42,3.49
2015,9,1,26.62,30.81,23.45,85.44,1.23,97.37,3.37
2015,9,2,26.52,31.23,22.82,83.12,0.47,97.37,2.95
2015,9,3,26.58,31.24,22.09,79.31,0.82,97.58,2.2
2015,9,4,27.48,31.71,22.61,75.88,0.28,97.84,1.41
2015,9,5,27.87,32.19,22.85,76.0,0.01,97.81,1.65
2015,9,6,27.86,31.33,24.12,79.38,0.14,97.71,1.55
2015,9,7,27.34,30.45,24.04,82.75,19.53,97.64,1.77
2015,9,8,26.87,29.94,23.84,84.56,26.86,97.65,1.62
2015,9,9,27.42,31.12,23.72,79.12,0.99,97.65,1.22
2015,9,10,27.56,32.29,22.56,74.81,0.0,97.64,1.78
2015,9,11,27.44,32.23,22.7,78.56,0.57,97.52,2.3
2015,9,12,27.42,32.36,22.99,77.06,0.29,97.46,2.03
2015,9,13,28.16,31.91,24.01,75.19,1.65,97.48,0.87
2015,9,14,27.58,31.13,23.85,81.12,25.11,97.34,1.16
2015,9,15,26.69,29.6,24.63,89.06,14.5,97.22,2.09
2015,9,16,26.79,30.25,24.12,87.19,13.37,96.94,4.45
2015,9,17,25.7,27.48,24.23,94.75,58.55,96.51,7.52
2015,9,18,26.62,30.26,23.89,90.94,16.63,96.95,6.27
2015,9,19,26.68,30.26,23.5,86.5,2.55,97.24,2.12
2015,9,20,26.34,30.08,23.02,84.38,4.41,97.25,2.66
2015,9,21,26.06,29.8,22.8,85.56,0.55,97.32,2.62
2015,9,22,25.96,30.33,21.97,84.88,0.07,97.48,2.71
2015,9,23,26.55,30.96,22.89,84.62,0.5,97.68,2.3
2015,9,24,26.5,30.76,22.94,83.38,0.0,97.62,2.27
2015,9,25,25.54,30.45,21.46,82.88,0.0,97.55,2.77
2015,9,26,24.55,29.62,18.63,75.5,0.0,97.61,2.05
2015,9,27,24.99,30.44,19.73,78.06,0.0,97.64,2.62
2015,9,28,25.79,30.75,21.16,80.12,0.14,97.66,2.35
2015,9,29,25.83,31.02,21.21,81.06,0.01,97.74,2.38
2015,9,30,25.71,30.73,21.01,81.62,0.0,97.9,2.45
2015,10,1,26.75,30.84,22.26,82.19,0.4,97.94,2.0
2015,10,2,27.68,31.62,23.76,78.62,0.49,97.96,0.91
2015,10,3,27.93,31.51,23.58,78.69,0.06,97.83,1.56
2015,10,4,27.32,31.83,23.09,75.81,0.4,97.86,1.82
2015,10,5,26.44,31.66,20.28,70.06,0.0,97.82,1.73
2015,10,6,25.83,31.83,20.79,74.31,0.0,97.72,2.09
2015,10,7,25.36,31.3,19.53,73.94,0.0,97.73,1.81
2015,10,8,25.92,31.53,19.61,61.19,0.0,97.69,1.24
2015,10,9,26.23,32.05,19.46,64.31,0.0,97.56,1.24
2015,10,10,26.58,32.05,20.98,66.62,0.0,97.64,1.69
2015,10,11,26.97,32.55,21.17,61.25,0.0,97.85,1.19
2015,10,12,27.33,32.13,21.55,60.69,0.0,97.95,1.14
2015,10,13,26.76,31.73,20.9,61.38,0.0,97.96,1.13
2015,10,14,25.58,31.53,20.41,72.44,0.02,98.02,2.05
2015,10,15,25.12,30.66,20.07,81.44,0.07,98.03,2.24
2015,10,16,24.85,29.12,20.98,84.06,0.0,98.12,2.52
2015,10,17,25.53,30.76,20.31,75.12,0.0,98.15,1.71
2015,10,18,25.93,31.12,20.98,68.5,0.0,98.2,1.12
2015,10,19,25.59,31.05,20.43,70.62,0.0,98.14,1.28
2015,10,20,25.9,31.26,20.9,72.62,0.0,97.93,1.66
2015,10,21,26.79,31.89,21.46,70.56,0.0,97.87,1.12
2015,10,22,25.41,29.39,22.08,75.06,0.03,98.01,1.48
2015,10,23,26.25,31.14,21.52,70.0,0.02,98.0,1.19
2015,10,24,25.15,31.08,20.8,74.06,0.0,97.99,1.8
2015,10,25,24.08,30.66,19.71,73.0,0.03,98.14,2.38
2015,10,26,24.4,30.37,19.12,72.06,0.0,98.2,1.91
2015,10,27,25.57,30.74,19.91,69.31,0.0,98.14,0.8
2015,10,28,24.99,29.84,20.39,75.31,1.09,98.1,1.53
2015,10,29,23.12,28.63,18.98,80.69,5.15,98.08,2.16
2015,10,30,22.54,28.35,18.21,82.5,4.18,98.11,3.2
2015,10,31,23.0,28.64,18.13,82.12,0.0,98.1,3.21
2015,11,1,23.23,28.93,18.73,79.94,0.0,98.15,3.34
2015,11,2,24.36,29.96,19.43,77.56,0.0,98.17,2.44
2015,11,3,24.19,30.16,19.09,77.56,0.0,98.16,2.52
2015,11,4,24.58,30.91,18.66,73.31,0.0,98.09,1.97
2015,11,5,24.52,30.94,19.07,69.19,0.0,98.08,1.72
2015,11,6,24.47,31.4,19.57,67.25,0.0,98.0,1.54
2015,11,7,24.3,31.68,19.02,70.62,0.0,98.12,2.06
2015,11,8,24.15,31.74,18.1,72.56,0.0,98.24,2.65
2015,11,9,23.91,31.17,18.0,75.06,0.0,98.19,2.66
2015,11,10,24.01,31.09,18.35,72.88,0.0,98.06,2.39
2015,11,11,24.18,32.37,17.85,69.56,0.0,98.1,2.3
2015,11,12,23.97,31.99,17.25,69.81,0.0,98.25,2.18
2015,11,13,23.91,31.94,17.69,63.88,0.0,98.25,1.66
2015,11,14,23.37,31.49,15.62,60.5,0.0,98.04,1.9
2015,11,15,23.55,32.44,16.91,61.5,0.0,97.98,1.95
2015,11,16,22.94,31.8,16.31,67.94,0.0,98.01,2.49
2015,11,17,22.98,32.13,16.48,68.25,0.0,97.96,2.44
2015,11,18,22.27,31.46,15.69,71.06,0.0,98.17,3.07
2015,11,19,21.83,31.15,15.25,67.81,0.0,98.3,3.24
2015,11,20,21.38,30.51,14.69,67.88,0.0,98.22,3.15
2015,11,21,22.06,31.1,15.11,65.94,0.0,98.14,2.45
2015,11,22,21.93,31.17,14.98,66.44,0.0,98.12,2.7
2015,11,23,22.51,30.76,14.96,68.38,0.0,98.15,2.16
2015,11,24,23.22,31.13,17.05,64.56,0.0,98.13,2.16
2015,11,25,22.8,31.3,16.18,65.0,0.0,98.14,2.3
2015,11,26,23.27,31.24,16.18,63.62,0.0,98.1,1.95
2015,11,27,23.44,31.55,17.12,65.75,0.0,97.89,1.79
2015,11,28,24.1,31.65,18.17,70.5,0.0,98.13,3.05
2015,11,29,24.15,31.93,18.5,68.19,0.0,98.36,2.65
2015,11,30,23.08,31.87,16.38,67.31,0.0,98.38,2.49
2015,12,1,23.79,32.6,16.59,62.38,0.0,98.2,1.95
2015,12,2,23.9,32.23,16.81,65.56,0.03,98.14,1.82
2015,12,3,24.26,31.86,18.52,62.62,0.0,98.18,1.96
2015,12,4,22.42,31.43,15.12,54.88,0.0,98.17,2.49
2015,12,5,21.64,31.8,13.72,51.44,0.0,98.23,2.57
2015,12,6,20.69,30.98,12.03,43.5,0.0,98.26,2.7
2015,12,7,20.71,30.96,11.86,47.31,0.0,98.33,2.33
2015,12,8,20.6,31.1,11.75,46.12,0.0,98.33,2.21
2015,12,9,20.82,30.69,12.28,45.69,0.0,98.3,1.55
2015,12,10,22.34,31.26,13.33,42.06,0.0,98.12,2.2
2015,12,11,24.44,32.86,16.5,44.88,0.0,97.84,2.81
2015,12,12,25.2,33.01,18.59,45.19,0.0,97.8,1.8
2015,12,13,23.64,32.59,14.94,42.5,0.0,97.96,2.6
2015,12,14,24.17,32.55,17.44,50.12,0.0,98.04,3.05
2015,12,15,21.59,30.58,14.48,32.62,0.0,98.15,3.24
2015,12,16,21.91,31.15,13.69,39.56,0.0,98.1,2.49
2015,12,17,24.53,31.53,19.12,56.81,0.0,97.97,3.2
2015,12,18,22.12,29.74,16.1,30.56,0.0,98.23,3.78
2015,12,19,19.89,29.59,11.58,29.81,0.0,98.47,3.03
2015,12,20,21.84,30.35,13.09,48.19,0.06,98.31,2.23
2015,12,21,23.58,30.66,17.59,53.38,0.14,98.19,1.71
2015,12,22,22.21,30.19,15.13,59.94,0.01,98.35,2.74
2015,12,23,22.44,30.47,16.06,52.0,0.0,98.34,2.66
2015,12,24,18.9,28.23,12.51,29.75,0.0,98.46,4.22
2015,12,25,16.88,27.08,9.33,28.12,0.0,98.64,3.72
2015,12,26,17.38,27.58,8.81,25.81,0.0,98.64,2.94
2015,12,27,19.98,30.45,9.68,24.0,0.0,98.67,2.34
2015,12,28,22.01,32.62,11.84,27.0,0.0,98.69,2.25
2015,12,29,23.65,34.5,13.27,25.5,0.0,98.5,2.35
2015,12,30,22.86,33.72,13.72,27.75,0.0,98.35,2.62
2015,12,31,23.27,33.5,13.43,34.12,0.0,98.48,1.75
2016,1,1,23.26,32.58,14.38,35.38,0.0,98.55,1.84
2016,1,2,23.38,32.05,15.11,33.19,0.0,98.53,1.52
2016,1,3,21.19,30.3,13.44,32.56,0.0,98.45,2.9
2016,1,4,20.94,30.68,12.5,35.06,0.0,98.51,2.67
2016,1,5,21.66,30.82,12.08,30.44,0.0,98.41,1.73
2016,1,6,22.48,31.49,13.08,27.62,0.0,98.39,1.58
2016,1,7,22.11,30.73,13.37,32.62,0.0,98.46,1.39
2016,1,8,22.99,31.38,14.83,30.75,0.0,98.38,1.8
2016,1,9,22.76,31.85,15.55,33.44,0.0,98.18,2.62
2016,1,10,21.37,29.98,13.79,29.56,0.0,98.38,2.26
2016,1,11,21.84,30.64,12.42,30.44,0.0,98.39,1.8
2016,1,12,21.65,31.15,11.8,23.12,0.0,98.2,1.98
2016,1,13,22.26,31.29,13.1,27.56,0.0,98.08,1.76
2016,1,14,21.98,31.28,14.06,34.06,0.0,98.1,2.72
2016,1,15,23.18,30.94,16.19,39.62,0.0,98.01,2.99
2016,1,16,23.68,30.31,17.39,43.81,0.04,97.93,2.38
2016,1,17,22.7,29.14,18.12,49.88,1.06,97.95,2.53
2016,1,18,23.2,30.31,17.43,51.88,0.45,97.88,2.92
2016,1,19,23.12,29.87,18.02,46.94,0.33,97.82,4.8
2016,1,20,19.32,27.58,13.13,49.81,0.02,98.23,4.25
2016,1,21,17.26,26.52,9.7,29.56,0.0,98.5,3.38
2016,1,22,16.59,26.94,8.3,28.19,0.0,98.55,3.37
2016,1,23,17.18,28.11,7.12,21.19,0.0,98.57,2.7
2016,1,24,18.74,29.78,7.64,21.06,0.0,98.44,2.08
2016,1,25,20.02,30.25,9.15,22.81,0.0,98.23,2.09
2016,1,26,21.36,30.73,11.05,28.94,0.0,98.13,1.99
2016,1,27,21.76,32.03,12.32,29.25,0.0,98.04,2.39
2016,1,28,22.19,32.51,12.12,25.62,0.0,98.16,2.53
2016,1,29,23.26,33.56,13.57,29.5,0.0,98.33,2.96
2016,1,30,24.21,34.93,14.04,26.81,0.0,98.25,1.88
2016,1,31,25.4,35.55,15.03,21.56,0.0,98.11,1.86
2016,2,1,24.73,34.77,15.33,26.62,0.0,98.17,2.65
2016,2,2,24.58,34.55,14.97,24.31,0.0,98.18,2.55
2016,2,3,23.37,33.4,15.05,31.81,0.0,98.16,3.59
2016,2,4,22.64,32.36,13.49,23.81,0.0,98.23,2.95
2016,2,5,22.73,32.8,12.51,22.0,0.0,98.13,2.09
2016,2,6,24.45,33.84,13.72,25.44,0.0,97.89,2.94
2016,2,7,26.16,33.75,21.1,39.56,0.0,98.01,4.38
2016,2,8,24.33,33.24,16.17,23.0,0.0,98.11,3.0
2016,2,9,23.62,32.55,13.75,22.5,0.0,98.11,2.27
2016,2,10,25.55,33.9,15.52,29.56,0.0,97.85,2.37
2016,2,11,26.83,35.1,21.14,32.25,0.0,97.72,2.34
2016,2,12,26.44,34.99,17.47,18.81,0.0,97.79,2.48
2016,2,13,26.69,35.16,19.27,29.12,0.01,97.87,1.91
2016,2,14,26.47,34.41,17.89,25.31,0.0,98.01,2.5
2016,2,15,26.3,32.28,21.28,37.0,0.0,98.11,2.82
2016,2,16,27.57,35.94,20.57,35.69,0.0,98.17,3.43
2016,2,17,27.61,35.58,18.48,28.88,0.0,98.28,1.81
2016,2,18,28.09,36.61,19.06,28.94,0.0,98.17,2.12
2016,2,19,28.2,37.33,19.14,24.12,0.0,98.21,2.52
2016,2,20,28.73,37.61,19.82,21.31,0.0,98.12,2.53
2016,2,21,29.31,36.71,21.58,31.31,0.0,97.98,2.47
2016,2,22,30.4,38.27,21.69,30.06,0.0,98.04,2.25
2016,2,23,30.11,38.31,22.01,19.56,0.0,97.88,2.44
2016,2,24,29.63,37.9,21.23,27.19,0.0,97.74,2.27
2016,2,25,29.87,37.28,23.5,33.25,0.06,97.86,2.68
2016,2,26,29.76,36.43,23.48,43.06,1.97,98.07,2.8
2016,2,27,29.51,35.08,24.58,43.56,1.0,98.23,2.2
2016,2,28,28.32,35.21,21.67,41.94,5.39,98.35,2.25
2016,2,29,27.0,32.55,22.4,55.69,6.12,98.37,1.95
2016,3,1,27.41,34.27,20.88,56.56,0.16,98.17,1.54
2016,3,2,27.62,35.19,19.43,43.06,0.11,98.19,1.66
2016,3,3,28.25,35.99,19.08,35.44,0.37,98.23,1.52
2016,3,4,29.55,37.4,21.3,38.62,0.76,98.01,2.13
2016,3,5,29.67,36.79,23.34,42.81,1.96,97.88,2.52
2016,3,6,27.72,34.0,22.94,48.0,2.42,97.9,2.84
2016,3,7,28.68,36.94,22.25,43.12,0.29,97.82,3.72
2016,3,8,29.23,37.82,20.63,34.31,0.0,97.72,2.96
2016,3,9,28.71,35.98,21.97,35.12,0.04,97.82,2.47
2016,3,10,29.94,38.19,23.01,30.75,0.0,97.89,1.48
2016,3,11,30.25,39.15,21.84,30.19,0.0,97.91,2.45
2016,3,12,31.64,39.88,24.95,30.31,2.52,97.68,3.73
2016,3,13,29.84,36.69,23.46,36.31,0.11,97.7,2.51
2016,3,14,29.09,37.01,23.04,37.19,1.7,97.81,2.66
2016,3,15,27.17,35.31,18.61,39.88,0.89,97.89,2.76
2016,3,16,26.83,34.95,18.66,45.12,1.7,97.9,3.13
2016,3,17,29.01,36.79,20.64,42.94,0.03,97.81,2.64
2016,3,18,31.38,39.51,23.33,38.56,0.0,97.67,2.75
2016,3,19,31.49,40.49,23.37,27.5,0.0,97.67,3.88
2016,3,20,31.26,40.58,22.75,23.38,0.0,97.72,4.12
2016,3,21,30.6,40.44,21.83,16.5,0.0,97.61,3.8
2016,3,22,30.17,39.98,20.65,17.06,0.0,97.58,3.48
2016,3,23,30.64,41.03,20.11,11.81,0.0,97.71,2.95
2016,3,24,30.3,41.17,18.44,10.5,0.0,97.95,3.26
2016,3,25,31.18,41.33,19.35,12.69,0.0,97.99,2.66
2016,3,26,32.37,41.86,21.54,17.75,0.0,97.84,2.34
2016,3,27,32.44,41.15,24.31,30.12,6.54,97.77,3.05
2016,3,28,30.17,38.3,22.69,43.94,0.63,97.92,3.57
2016,3,29,31.29,40.34,23.23,35.69,0.0,97.82,2.09
2016,3,30,31.15,39.56,21.94,25.12,0.0,97.82,1.74
2016,3,31,32.01,39.92,21.78,29.56,0.0,97.73,1.52
2016,4,1,32.93,42.15,23.62,19.56,0.0,97.47,1.49
2016,4,2,33.09,42.55,23.7,17.88,0.0,97.55,2.74
2016,4,3,34.1,43.23,25.15,22.88,0.0,97.65,2.75
2016,4,4,35.76,44.06,26.33,23.56,0.0,97.47,1.97
2016,4,5,35.26,42.66,28.3,25.12,0.88,97.47,2.55
2016,4,6,33.73,40.03,27.72,30.69,0.09,97.67,3.44
2016,4,7,33.85,41.19,25.18,33.69,0.59,97.63,2.95
2016,4,8,34.75,42.19,28.33,25.44,0.0,97.56,3.05
2016,4,9,34.51,42.49,26.43,26.38,0.0,97.62,3.55
2016,4,10,34.9,42.55,26.52,22.31,0.0,97.67,3.65
2016,4,11,35.83,43.65,26.88,20.12,0.0,97.57,2.77
2016,4,12,35.81,43.93,27.3,18.31,0.0,97.41,3.85
2016,4,13,35.05,43.55,26.67,15.0,0.0,97.26,3.79
2016,4,14,34.98,43.92,25.65,10.75,0.0,97.34,3.24
2016,4,15,35.26,44.82,25.9,12.25,0.0,97.41,2.31
2016,4,16,36.12,45.36,26.8,14.81,0.0,97.3,2.05
2016,4,17,36.97,45.04,29.26,19.44,0.0,97.25,1.67
2016,4,18,36.19,44.08,27.88,18.44,0.0,97.39,2.34
2016,4,19,37.22,44.4,29.19,22.81,0.0,97.44,2.75
2016,4,20,37.1,42.14,32.67,24.94,0.0,97.51,3.03
2016,4,21,37.87,45.69,30.84,18.06,0.0,97.29,4.15
2016,4,22,37.66,46.01,30.07,13.88,0.0,97.14,5.84
2016,4,23,35.32,43.66,26.65,17.88,0.0,97.06,6.13
2016,4,24,35.52,43.83,27.37,18.12,0.0,97.05,4.57
2016,4,25,36.23,44.48,27.62,18.12,0.0,97.18,3.48
2016,4,26,36.61,44.05,27.75,18.31,0.0,97.43,1.88
2016,4,27,37.02,44.49,29.34,21.31,0.34,97.37,2.05
2016,4,28,36.25,43.52,28.65,22.69,2.98,97.33,2.51
2016,4,29,36.87,43.9,31.19,25.25,0.32,97.38,4.38
2016,4,30,36.5,44.42,29.13,23.75,0.01,97.36,2.84
2016,5,1,36.68,45.47,27.76,18.25,0.19,97.25,2.96
2016,5,2,37.58,45.39,29.14,18.5,0.21,97.26,3.02
2016,5,3,35.55,41.47,30.03,25.31,0.32,97.37,2.96
2016,5,4,36.26,43.88,28.41,26.38,0.0,97.32,4.14
2016,5,5,35.28,41.92,28.39,27.38,2.25,97.46,4.32
2016,5,6,30.95,36.5,25.9,49.56,7.55,97.58,3.47
2016,5,7,32.01,37.87,25.63,48.44,0.4,97.55,1.88
2016,5,8,33.99,40.53,26.25,38.81,0.03,97.55,2.05
2016,5,9,35.33,42.05,27.63,37.38,0.75,97.49,2.12
2016,5,10,35.41,41.32,30.0,32.25,0.19,97.52,1.39
2016,5,11,36.33,42.7,28.58,30.81,0.02,97.38,1.71
